run_id,module,object_id,version,set_role,window,stage,case_id,status,source_file,ex5_file,set_file,config_file,report_file,start_date,end_date,symbol,timeframe,model,spread_mode,spread_level,slippage_level,deposit,leverage,net_profit,profit_retention_pct,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,trade_count_retention_pct,win_rate,avg_profit_per_trade,worst_period_flag,sensitivity_rating,decision,notes
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006","walkforward_reverse",WF86,v8.6,"v86 atr135",2020-2026,"train",6,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0006.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,489512.30,,2.07,59561.76,32.41,129165.44,24.36,47692.84,51.62,215,,45.12,2276.8,,,"wf-train","Task 3 reverse walk-forward train v86 atr135"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007","walkforward_reverse",WF86,v8.6,"v86 atr125",2020-2026,"train",7,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0007.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,263399.55,,1.75,65700.28,70.97,73788.59,74.22,73788.59,74.22,226,,44.25,1165.48,,,"wf-train","Task 3 reverse walk-forward train v86 atr125"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008","walkforward_reverse",WF86,v8.6,"v86 atr145",2020-2026,"train",8,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0008.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,670609.52,,2.30,81370.41,29.60,181361.97,24.53,51549.68,47.63,204,,46.57,3287.3,,,"wf-train","Task 3 reverse walk-forward train v86 atr145"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009","walkforward_reverse",WF86,v8.6,"v86 original exit",2020-2026,"train",9,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0009.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,557505.36,,2.27,59932.50,26.07,149678.95,24.13,44994.34,47.07,203,,46.80,2746.33,,,"wf-train","Task 3 reverse walk-forward train v86 original exit"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010","walkforward_reverse",WF86,v8.6,"v86 risk045 atr135",2020-2026,"train",10,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0010.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,378339.76,,2.05,46190.88,29.56,94083.55,22.68,39001.58,47.79,215,,45.12,1759.72,,,"wf-train","Task 3 reverse walk-forward train v86 risk045 atr135"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011","walkforward_reverse",WF86,v8.6,"v86 risk055 atr135",2020-2026,"train",11,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0011.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,625720.29,,2.10,75199.41,35.11,173972.20,25.91,57190.00,55.19,215,,45.12,2910.33,,,"wf-train","Task 3 reverse walk-forward train v86 risk055 atr135"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012","walkforward_reverse",WF86,v8.6,"v86 atr170",2020-2026,"train",12,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0012.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,163024.88,,1.87,25042.31,27.88,48912.76,24.02,27370.78,53.05,195,,45.64,836.03,,,"wf-train","Task 3 reverse walk-forward train v86 atr170"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101","walkforward_reverse",WF866,v8.66,v866 base,2020-2026,"train",101,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0101.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,548406.06,,2.26,59017.15,26.02,147036.33,24.08,44266.52,46.86,203,,46.80,2701.51,,,"wf-train","Task 3 reverse walk-forward train v866 base"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102","walkforward_reverse",WF866,v8.66,v866 lot098,2020-2026,"train",102,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0102.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,541449.81,,2.26,58165.02,25.90,145493.17,24.10,42585.25,46.50,203,,46.80,2667.24,,,"wf-train","Task 3 reverse walk-forward train v866 lot098"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103","walkforward_reverse",WF866,v8.66,v866 lot100,2020-2026,"train",103,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0103.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,556342.69,,2.27,59844.56,26.07,149128.38,24.10,44994.34,47.07,203,,46.80,2740.6,,,"wf-train","Task 3 reverse walk-forward train v866 lot100"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104","walkforward_reverse",WF866,v8.66,"v866 risk043",2020-2026,"train",104,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0104.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,371235.57,,2.23,39640.90,22.74,90894.02,21.73,34724.45,42.81,203,,46.80,1828.75,,,"wf-train","Task 3 reverse walk-forward train v866 risk043"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105","walkforward_reverse",WF866,v8.66,"v866 risk045",2020-2026,"train",105,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0105.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,414756.04,,2.24,44457.74,23.67,104216.49,22.40,37248.65,44.03,203,,46.80,2043.13,,,"wf-train","Task 3 reverse walk-forward train v866 risk045"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106","walkforward_reverse",WF866,v8.66,"v866 risk050",2020-2026,"train",106,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0106.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,548406.06,,2.26,59017.15,26.02,147036.33,24.08,44266.52,46.86,203,,46.80,2701.51,,,"wf-train","Task 3 reverse walk-forward train v866 risk050"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107","walkforward_reverse",WF866,v8.66,"v866 risk055",2020-2026,"train",107,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0107.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,716968.27,,2.29,77092.70,28.31,203843.44,25.69,52169.36,50.07,203,,46.80,3531.86,,,"wf-train","Task 3 reverse walk-forward train v866 risk055"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108","walkforward_reverse",WF866,v8.66,v866 peak20,2020-2026,"train",108,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0108.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,537142.75,,2.26,58045.48,25.90,143828.93,23.99,43683.44,46.48,203,,46.80,2646.02,,,"wf-train","Task 3 reverse walk-forward train v866 peak20"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109","walkforward_reverse",WF866,v8.66,"v866 struct off",2020-2026,"train",109,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0109.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,560205.95,,2.27,60189.45,26.07,150229.93,24.11,45223.98,47.05,203,,46.80,2759.64,,,"wf-train","Task 3 reverse walk-forward train v866 struct off"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110","walkforward_reverse",WF866,v8.66,"v866 score60",2020-2026,"train",110,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0110.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,556342.69,,2.27,59844.56,26.07,149128.38,24.10,44994.34,47.07,203,,46.80,2740.6,,,"wf-train","Task 3 reverse walk-forward train v866 score60"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111","walkforward_reverse",WF866,v8.66,"v866 score70",2020-2026,"train",111,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0111.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,556342.69,,2.27,59844.56,26.07,149128.38,24.10,44994.34,47.07,203,,46.80,2740.6,,,"wf-train","Task 3 reverse walk-forward train v866 score70"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112","walkforward_reverse",WF866,v8.66,"v866 score75",2020-2026,"train",112,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0112.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,555962.25,,2.26,59844.56,26.07,149127.97,24.11,44953.78,47.04,203,,46.80,2738.73,,,"wf-train","Task 3 reverse walk-forward train v866 score75"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113","walkforward_reverse",WF866,v8.66,"v866 score80",2020-2026,"train",113,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0113.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,556052.56,,2.27,59844.56,26.07,149127.97,24.11,44953.78,47.04,203,,46.80,2739.18,,,"wf-train","Task 3 reverse walk-forward train v866 score80"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114","walkforward_reverse",WF866,v8.66,"v866 score85",2020-2026,"train",114,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0114.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,538674.21,,2.26,57913.56,25.83,143293.82,23.91,43991.63,46.73,203,,46.80,2653.57,,,"wf-train","Task 3 reverse walk-forward train v866 score85"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115","walkforward_reverse",WF866,v8.66,"v866 neutral",2020-2026,"train",115,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0115.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,560205.95,,2.27,60189.45,26.07,150229.93,24.11,45223.98,47.05,203,,46.80,2759.64,,,"wf-train","Task 3 reverse walk-forward train v866 neutral"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116","walkforward_reverse",WF866,v8.66,"v866 cons struct",2020-2026,"train",116,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0116.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,548286.09,,2.26,59017.15,26.02,147036.33,24.08,44239.48,46.85,203,,46.80,2700.92,,,"wf-train","Task 3 reverse walk-forward train v866 cons struct"
"v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117","walkforward_reverse",WF866,v8.66,"v866 aggr struct",2020-2026,"train",117,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117\v866_WF866_walkforward_reverse_2020-2026_20260620_012138_case0117.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,719716.40,,2.29,77426.52,28.35,204396.06,25.68,52469.27,50.23,203,,46.80,3545.4,,,"wf-train","Task 3 reverse walk-forward train v866 aggr struct"
